title,price,location,surface,rooms,baths,link,city,surface_m2,price_per_m2,segment
Appartement 95m² à vendre,1500000.0,"Appartements dans Mohammedia, La Siesta",95 m²,2 chambres,1 sdb,https://www.avito.ma/fr/la_siesta/appartements/Appartement_95m%C2%B2_%C3%A0_vendre_57833416.htm,Mohammedia,95.0,15789.47,Moyen
Appartement 67 m² à BOUSKOURA prix imbattable,690000.0,"Appartements dans Casablanca, Autre secteur",67 m²,2 chambres,1 sdb,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_67_m%C2%B2_%C3%A0_BOUSKOURA_prix_imbattable_57595128.htm,Casablanca,67.0,10298.51,Moyen
Appartement à vendre Ahlane Tanger,1550000.0,"Appartements dans Tanger, Ahlane",128 m²,3 chambres,3 sdbs,https://www.avito.ma/fr/ahlane/appartements/Appartement_%C3%A0_vendre_Ahlane_Tanger_55768717.htm,Tanger,128.0,12109.38,Moyen
RACINE Superbe Appartement Rénové à Vendre 265m²,4850000.0,"Appartements dans Casablanca, Racine",265 m²,4 chambres,3 sdbs,https://www.avito.ma/fr/racine/appartements/RACINE_Superbe_Appartement_R%C3%A9nov%C3%A9_%C3%A0_Vendre_265m%C2%B2_57696349.htm,Casablanca,265.0,18301.89,Luxe
PALMIER JOLI APPT NEUF À VENDRE 58 m²,1470000.0,"Appartements dans Casablanca, Palmier",58 m²,2 chambres,1 sdb,https://www.avito.ma/fr/palmier/appartements/PALMIER_JOLI_APPT_NEUF_%C3%80_VENDRE_58_m%C2%B2_57392497.htm,Casablanca,58.0,25344.83,Moyen
Près de Ibrahim Khalil Al Jadida,180000.0,"Appartements dans El Jadida, Ezzohor",50 m²,1 chambre,1 sdb,https://www.avito.ma/fr/ezzohor/appartements/Pr%C3%A8s_de_Ibrahim_Khalil_Al_Jadida_57869443.htm,El Jadida,50.0,3600.0,Economique
TRIANGLE D’OR BEL APPT A VENDRE AVEC TERRASSE,3750000.0,"Appartements dans Casablanca, Triangle d'Or",267 m²,3 chambres,2 sdbs,https://www.avito.ma/fr/triangle_d_or/appartements/TRIANGLE_D_OR_BEL_APPT_A_VENDRE_AVEC_TERRASSE_55809049.htm,Casablanca,267.0,14044.94,Luxe
Appartement à vendre 113 m² à Agadir,1100000.0,"Appartements dans Agadir, Autre secteur",appartement à vendre 113 m² à agadir,3 chambres,0 sdb,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_113_m%C2%B2_%C3%A0_Agadir_57869432.htm,Agadir,113.0,9734.51,Moyen
Magnifique appartement à vendre,460000.0,"Appartements dans Saidia, Toute la ville",54 m²,2 chambres,1 sdb,https://www.avito.ma/fr/saidia/appartements/Magnifique_appartement_%C3%A0_vendre_57869386.htm,Saidia,54.0,8518.52,Economique
Appartement refait à neuf,300000.0,"Appartements dans Casablanca, Lissasfa",56 m²,2 chambres,1 sdb,https://www.avito.ma/fr/lissasfa/appartements/Appartement_refait_%C3%A0_neuf_56760059.htm,Casablanca,56.0,5357.14,Economique
STUDIO NEUF AVEC TERRASSE À VENDRE AUX PRINCESSES,1269000.0,"Appartements dans Casablanca, Les Princesses",57 m²,1 chambre,1 sdb,https://www.avito.ma/fr/les_princesses/appartements/STUDIO_NEUF_AVEC_TERRASSE_%C3%80_VENDRE_AUX_PRINCESSES_56966590.htm,Casablanca,57.0,22263.16,Moyen
Luxueux Appartement à vendre à Casablanca,1395000.0,"Appartements dans Casablanca, Nassim",153 m²,3 chambres,2 sdbs,https://www.avito.ma/fr/nassim/appartements/Luxueux_Appartement_%C3%A0_vendre_%C3%A0_Casablanca_57125030.htm,Casablanca,153.0,9117.65,Moyen
Vente Appartement 3 pièces de 125 m2 à Sidi Rahal,1650000.0,"Appartements dans Sidi Rahal, Toute la ville",125 m²,2 chambres,2 sdbs,https://www.avito.ma/fr/sidi_rahal/appartements/Vente_Appartement_3_pi%C3%A8ces_de_125_m2_%C3%A0_Sidi_Rahal_57494713.htm,Sidi Rahal,125.0,13200.0,Moyen
Appartement à vendre 77 m² à Casablanca,835000.0,"Appartements dans Casablanca, Ain Sebaa",77 m²,2 chambres,2 sdbs,https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_%C3%A0_vendre_77_m%C2%B2_%C3%A0_Casablanca_57649878.htm,Casablanca,77.0,10844.16,Moyen
Appartement à vendre,650000.0,"Appartements dans Marrakech, M'Hamid",72 m²,3 chambres,2 sdbs,https://www.avito.ma/fr/m_hamid/appartements/Appartement_%C3%A0_vendre_57869316.htm,Marrakech,72.0,9027.78,Moyen
Appartement à vendre à Bachkou très bien situé,1400000.0,"Appartements dans Casablanca, Bachkou",106 m²,3 chambres,2 sdbs,https://www.avito.ma/fr/bachkou/appartements/Appartement_%C3%A0_vendre_%C3%A0_Bachkou_tr%C3%A8s_bien_situ%C3%A9_57869332.htm,Casablanca,106.0,13207.55,Moyen
Appartement à vendre à Tamensort,420000.0,"Appartements dans Marrakech, Route de Tamansourt",94 m²,2 chambres,1 sdb,https://www.avito.ma/fr/route_de_tamansourt/appartements/Appartement_%C3%A0_vendre_%C3%A0_Tamensort_57724008.htm,Marrakech,94.0,4468.09,Economique
Appartement à vendre,3890000.0,"Appartements dans Rabat, Hassan",136 m²,3 chambres,2 sdbs,https://www.avito.ma/fr/hassan/appartements/Appartement_%C3%A0_vendre_57869302.htm,Rabat,136.0,28602.94,Luxe
Appartement à vendre sur l'Agdal,3400000.0,"Appartements dans Rabat, Agdal",150 m²,3 chambres,2 sdbs,https://www.avito.ma/fr/agdal/appartements/Appartement_%C3%A0_vendre_sur_l_Agdal_57694433.htm,Rabat,150.0,22666.67,Luxe
Appartement 2 chambres corniche investisseurs airbnb,1100000.0,"Appartements dans Tanger, Malabata",75 m²,2 chambres,1 sdb,https://www.avito.ma/fr/malabata/appartements/Appartement_2_chambres_corniche_investisseurs_airbnb_57831155.htm,Tanger,75.0,14666.67,Moyen
Casablanca Ain Sebaa,340000.0,"Appartements dans Mediouna, Toute la ville",53 m²,2 chambres,1 sdb,https://www.avito.ma/fr/mediouna/appartements/Casablanca_Ain_Sebaa_57812127.htm,Mediouna,53.0,6415.09,Economique
Appartement à vendre 128 m² à Casablanca,1290000.0,"Appartements dans Casablanca, Ben Ejdia",appartement à vendre 128 m² à casablanca,3 chambres,2 sdbs,https://www.avito.ma/fr/ben_ejdia/appartements/Appartement_%C3%A0_vendre_128_m%C2%B2_%C3%A0_Casablanca_57480074.htm,Casablanca,128.0,10078.12,Moyen
Appartement à vendre 65 m² à Casablanca,780000.0,"Appartements dans Casablanca, 2 Mars",appartement à vendre 65 m² à casablanca,2 chambres,1 sdb,https://www.avito.ma/fr/2_mars/appartements/Appartement_%C3%A0_vendre_65_m%C2%B2_%C3%A0_Casablanca_57515102.htm,Casablanca,65.0,12000.0,Moyen
Appartement à vendre 202 m² à Rabat,4750000.0,"Appartements dans Rabat, Hay Riad",202 m²,3 chambres,1 sdb,https://www.avito.ma/fr/hay_riad/appartements/Appartement_%C3%A0_vendre_202_m%C2%B2_%C3%A0_Rabat_57756677.htm,Rabat,202.0,23514.85,Luxe
BEN-MA-1118 - Appartement à vendre à Mansouria-B...,1200000.0,"Appartements dans Benslimane, Autre secteur",98 m²,2 chambres,1 sdb,https://www.avito.ma/fr/autre_secteur/appartements/BEN_MA_1118___Appartement_%C3%A0_vendre_%C3%A0_Mansouria_B____57276565.htm,Benslimane,98.0,12244.9,Moyen
Appartement à vendre 86m² à Casablanca,1000000.0,"Appartements dans Casablanca, 2 Mars",appartement à vendre 86m² à casablanca,2 chambres,2 sdbs,https://www.avito.ma/fr/2_mars/appartements/Appartement_%C3%A0_vendre_86m%C2%B2_%C3%A0_Casablanca_57480244.htm,Casablanca,86.0,11627.91,Moyen
Appartement à vendre 70 m² à Kénitra bir rami,450000.0,"Appartements dans Kénitra, Bir Rami",70 m²,2 chambres,1 sdb,https://www.avito.ma/fr/bir_rami/appartements/Appartement_%C3%A0_vendre_70_m%C2%B2_%C3%A0_K%C3%A9nitra_bir_rami_57770705.htm,Kénitra,70.0,6428.57,Economique
Appartement à vendre 129 m² à Casablanca,1580000.0,"Appartements dans Casablanca, 2 Mars",appartement à vendre 129 m² à casablanca,2 chambres,2 sdbs,https://www.avito.ma/fr/2_mars/appartements/Appartement_%C3%A0_vendre_129_m%C2%B2_%C3%A0_Casablanca_57584772.htm,Casablanca,129.0,12248.06,Moyen
